Date,Open,High,Low,"Close 
Close price adjusted for splits.","Adj Close 
Adjusted close price adjusted for splits and dividend and/or capital gain distributions.",Volume
"Jun 11, 2024","6,900.31","6,932.46","6,855.69","6,855.69","6,855.69","150,124,200"
"Jun 10, 2024","6,910.72","6,929.10","6,846.38","6,921.55","6,921.55","228,419,200"
"Jun 7, 2024","6,987.79","6,994.12","6,887.81","6,897.95","6,897.95","109,886,700"
"Jun 6, 2024","6,992.56","7,032.57","6,939.55","6,974.90","6,974.90","129,986,000"
"Jun 5, 2024","7,114.54","7,118.35","6,934.94","6,947.67","6,947.67","137,116,300"
"Jun 4, 2024","7,071.09","7,149.19","7,065.03","7,099.31","7,099.31","160,663,800"
"Jun 3, 2024","7,030.21","7,088.40","6,993.09","7,036.19","7,036.19","141,774,800"
"May 31, 2024","7,076.37","7,102.22","6,959.23","6,970.74","6,970.74","269,684,600"
"May 30, 2024","7,125.77","7,134.71","6,984.98","7,034.14","7,034.14","177,693,800"
"May 29, 2024","7,275.53","7,282.00","7,127.21","7,140.23","7,140.23","144,619,600"
"May 28, 2024","7,228.51","7,308.14","7,228.41","7,253.63","7,253.63","166,427,200"
"May 27, 2024","7,219.98","7,256.18","7,171.49","7,176.42","7,176.42","190,885,600"
"May 22, 2024","7,198.19","7,239.86","7,191.11","7,222.38","7,222.38","135,720,300"
"May 21, 2024","7,258.41","7,295.06","7,179.53","7,186.04","7,186.04","135,589,400"
"May 20, 2024","7,329.40","7,374.55","7,243.01","7,266.69","7,266.69","158,071,100"
"May 17, 2024","7,249.73","7,356.71","7,245.20","7,317.24","7,317.24","181,505,100"
"May 16, 2024","7,203.17","7,270.76","7,201.92","7,246.70","7,246.70","154,713,600"
"May 15, 2024","7,085.38","7,192.15","7,082.12","7,179.83","7,179.83","139,854,300"
"May 14, 2024","7,095.52","7,136.64","7,071.50","7,083.76","7,083.76","137,468,100"
"May 13, 2024","7,061.37","7,111.60","7,052.23","7,099.26","7,099.26","134,590,500"
"May 8, 2024","7,129.46","7,164.31","7,071.35","7,088.79","7,088.79","147,871,800"
"May 7, 2024","7,136.85","7,159.77","7,108.18","7,123.61","7,123.61","148,490,800"
"May 6, 2024","7,171.59","7,178.77","7,102.69","7,135.89","7,135.89","164,988,900"
"May 3, 2024","7,142.86","7,165.10","7,094.62","7,134.72","7,134.72","159,524,500"
"May 2, 2024","7,227.61","7,232.95","7,072.47","7,117.42","7,117.42","145,628,700"
"Apr 30, 2024","7,187.41","7,266.87","7,179.69","7,234.20","7,234.20","156,560,600"
"Apr 29, 2024","7,021.49","7,155.78","7,021.49","7,155.78","7,155.78","129,998,600"
"Apr 26, 2024","7,137.93","7,149.25","7,036.08","7,036.08","7,036.08","137,603,900"
"Apr 25, 2024","7,167.98","7,177.06","7,132.10","7,155.29","7,155.29","140,400,000"
"Apr 24, 2024","7,127.05","7,191.18","7,126.85","7,174.53","7,174.53","154,056,000"
"Apr 23, 2024","7,102.81","7,165.95","7,099.84","7,110.81","7,110.81","172,892,100"
"Apr 22, 2024","7,099.52","7,117.02","7,026.48","7,073.82","7,073.82","121,595,900"
"Apr 19, 2024","7,131.46","7,141.58","7,036.21","7,087.32","7,087.32","150,694,500"
"Apr 18, 2024","7,151.74","7,180.56","7,135.52","7,166.81","7,166.81","129,376,600"
"Apr 17, 2024","7,199.83","7,234.37","7,130.84","7,130.84","7,130.84","143,541,300"
"Apr 16, 2024","7,130.63","7,188.09","7,066.57","7,164.81","7,164.81","175,642,500"
"Apr 5, 2024","7,245.32","7,298.86","7,239.27","7,286.88","7,286.88","94,886,600"
"Apr 4, 2024","7,170.72","7,254.40","7,165.83","7,254.40","7,254.40","108,900,300"
"Apr 3, 2024","7,214.02","7,226.35","7,158.74","7,166.84","7,166.84","111,040,300"
"Apr 2, 2024","7,199.12","7,236.98","7,153.94","7,236.98","7,236.98","127,711,500"
"Apr 1, 2024","7,286.11","7,295.00","7,137.46","7,205.06","7,205.06","124,345,600"
"Mar 28, 2024","7,289.16","7,313.01","7,244.95","7,288.81","7,288.81","124,084,200"
"Mar 27, 2024","7,364.23","7,375.40","7,292.80","7,310.09","7,310.09","125,276,700"
"Mar 26, 2024","7,337.66","7,371.84","7,330.46","7,365.66","7,365.66","138,442,500"
"Mar 25, 2024","7,339.52","7,377.76","7,316.93","7,377.76","7,377.76","124,315,600"
"Mar 22, 2024","7,327.51","7,350.15","7,318.44","7,350.15","7,350.15","123,735,900"
"Mar 21, 2024","7,360.56","7,396.47","7,336.60","7,338.35","7,338.35","139,792,200"
"Mar 20, 2024","7,303.93","7,343.46","7,295.35","7,331.13","7,331.13","169,731,600"
"Mar 19, 2024","7,320.54","7,361.53","7,314.18","7,336.75","7,336.75","137,594,400"
"Mar 18, 2024","7,338.08","7,358.55","7,300.94","7,302.45","7,302.45","155,334,600"
"Mar 15, 2024","7,408.66","7,416.34","7,308.04","7,328.05","7,328.05","231,480,500"
"Mar 14, 2024","7,405.57","7,454.45","7,380.65","7,433.31","7,433.31","129,206,200"
"Mar 13, 2024","7,422.30","7,441.62","7,392.01","7,421.21","7,421.21","135,225,800"
"Mar 8, 2024","7,398.43","7,416.43","7,376.16","7,381.91","7,381.91","125,243,200"
"Mar 7, 2024","7,338.73","7,386.87","7,334.31","7,373.96","7,373.96","193,312,700"
"Mar 6, 2024","7,252.08","7,331.08","7,248.53","7,329.80","7,329.80","180,285,900"
"Mar 5, 2024","7,296.53","7,305.45","7,238.34","7,247.46","7,247.46","152,811,800"
"Mar 4, 2024","7,318.83","7,328.38","7,259.78","7,276.75","7,276.75","168,064,100"
"Mar 1, 2024","7,318.67","7,331.32","7,269.89","7,311.91","7,311.91","134,622,000"
"Feb 29, 2024","7,326.80","7,337.92","7,289.34","7,316.11","7,316.11","230,050,900"
"Feb 28, 2024","7,292.08","7,328.74","7,289.26","7,328.64","7,328.64","220,356,500"
"Feb 27, 2024","7,263.99","7,292.93","7,255.12","7,285.32","7,285.32","183,851,000"
"Feb 26, 2024","7,277.64","7,295.14","7,252.28","7,283.82","7,283.82","147,080,400"
"Feb 23, 2024","7,326.53","7,340.19","7,262.10","7,295.10","7,295.10","146,259,500"
"Feb 22, 2024","7,334.95","7,365.76","7,321.52","7,339.64","7,339.64","154,523,800"
"Feb 21, 2024","7,345.79","7,370.88","7,286.67","7,349.02","7,349.02","152,570,100"
"Feb 20, 2024","7,320.72","7,354.11","7,309.50","7,352.60","7,352.60","129,972,000"
"Feb 19, 2024","7,323.31","7,339.76","7,277.54","7,296.70","7,296.70","151,238,000"
"Feb 16, 2024","7,337.82","7,370.57","7,314.88","7,335.54","7,335.54","146,427,800"
"Feb 15, 2024","7,337.63","7,365.68","7,298.48","7,303.28","7,303.28","184,420,400"
"Feb 13, 2024","7,301.59","7,301.59","7,197.83","7,209.74","7,209.74","128,287,400"
"Feb 12, 2024","7,268.33","7,306.16","7,250.31","7,297.67","7,297.67","178,661,300"
"Feb 7, 2024","7,264.98","7,285.13","7,225.45","7,235.15","7,235.15","138,054,800"
"Feb 6, 2024","7,230.15","7,268.13","7,212.14","7,247.41","7,247.41","138,020,300"
"Feb 5, 2024","7,237.33","7,254.09","7,186.17","7,198.62","7,198.62","137,325,900"
"Feb 2, 2024","7,221.90","7,238.79","7,180.36","7,238.79","7,238.79","114,364,900"
"Feb 1, 2024","7,221.85","7,248.53","7,191.69","7,201.70","7,201.70","157,409,100"
"Jan 31, 2024","7,213.31","7,247.52","7,192.64","7,207.94","7,207.94","170,270,400"
"Jan 30, 2024","7,147.24","7,213.19","7,133.61","7,192.22","7,192.22","182,161,800"
"Jan 29, 2024","7,147.71","7,177.70","7,115.04","7,157.17","7,157.17","160,408,500"
"Jan 26, 2024","7,152.27","7,166.69","7,099.08","7,137.09","7,137.09","140,214,300"
"Jan 25, 2024","7,215.53","7,253.72","7,176.11","7,178.04","7,178.04","130,391,900"
"Jan 24, 2024","7,255.77","7,271.96","7,170.30","7,227.82","7,227.82","128,902,300"
"Jan 23, 2024","7,232.52","7,256.23","7,201.83","7,256.23","7,256.23","132,610,200"
"Jan 22, 2024","7,233.17","7,247.93","7,194.95","7,247.93","7,247.93","141,722,200"
"Jan 19, 2024","7,271.34","7,277.98","7,170.81","7,227.40","7,227.40","137,359,600"
"Jan 18, 2024","7,198.85","7,267.08","7,185.38","7,252.97","7,252.97","158,921,700"
"Jan 17, 2024","7,248.01","7,252.46","7,162.48","7,200.63","7,200.63","202,143,100"
"Jan 16, 2024","7,231.64","7,268.18","7,210.03","7,242.79","7,242.79","130,295,500"
"Jan 15, 2024","7,254.04","7,281.26","7,206.31","7,224.00","7,224.00","132,959,600"
"Jan 12, 2024","7,242.37","7,271.87","7,205.76","7,241.14","7,241.14","152,196,500"
"Jan 11, 2024","7,253.46","7,277.50","7,219.96","7,219.96","7,219.96","190,523,900"
"Jan 10, 2024","7,187.58","7,259.60","7,152.88","7,227.30","7,227.30","152,699,300"
"Jan 9, 2024","7,299.78","7,311.64","7,180.16","7,200.20","7,200.20","152,570,700"
"Jan 8, 2024","7,362.05","7,393.13","7,275.17","7,283.58","7,283.58","140,602,400"
"Jan 5, 2024","7,376.29","7,403.58","7,350.62","7,350.62","7,350.62","163,057,200"
"Jan 4, 2024","7,290.06","7,371.23","7,280.41","7,359.76","7,359.76","155,674,900"
"Jan 3, 2024","7,316.11","7,321.88","7,275.87","7,279.09","7,279.09","159,498,400"
"Jan 2, 2024","7,268.40","7,323.59","7,245.57","7,323.59","7,323.59","121,359,000"
"Dec 29, 2023","7,307.11","7,309.78","7,259.68","7,272.80","7,272.80","123,172,800"
"Dec 28, 2023","7,266.57","7,308.21","7,262.25","7,303.89","7,303.89","123,036,000"
"Dec 27, 2023","7,256.16","7,293.52","7,239.66","7,245.92","7,245.92","124,953,000"
"Dec 22, 2023","7,225.62","7,248.55","7,218.17","7,237.52","7,237.52","111,284,900"
"Dec 21, 2023","7,222.09","7,229.29","7,173.01","7,209.62","7,209.62","144,347,800"
"Dec 20, 2023","7,207.18","7,237.97","7,196.24","7,219.67","7,219.67","142,313,600"
"Dec 19, 2023","7,116.55","7,187.85","7,112.82","7,187.85","7,187.85","155,446,500"
"Dec 18, 2023","7,181.43","7,192.89","7,092.03","7,119.52","7,119.52","239,480,200"
"Dec 15, 2023","7,183.15","7,215.94","7,169.43","7,190.99","7,190.99","207,901,200"
"Dec 14, 2023","7,134.04","7,191.16","7,115.45","7,176.02","7,176.02","228,648,300"
"Dec 13, 2023","7,110.08","7,124.48","7,045.94","7,075.34","7,075.34","182,766,500"
"Dec 12, 2023","7,104.97","7,134.22","7,082.88","7,125.31","7,125.31","255,110,500"
"Dec 11, 2023","7,139.28","7,153.12","7,045.17","7,088.79","7,088.79","490,104,800"
"Dec 8, 2023","7,134.62","7,201.63","7,123.04","7,159.60","7,159.60","270,037,600"
"Dec 7, 2023","7,087.40","7,134.62","7,041.01","7,134.62","7,134.62","235,230,700"
"Dec 6, 2023","7,100.85","7,140.16","7,085.81","7,087.40","7,087.40","272,847,500"
"Dec 5, 2023","7,093.06","7,117.58","7,047.63","7,100.85","7,100.85","319,577,000"
"Dec 4, 2023","7,060.04","7,149.24","7,060.04","7,093.60","7,093.60","308,380,600"
"Dec 1, 2023","7,080.06","7,083.86","7,022.77","7,059.91","7,059.91","265,990,100"
"Nov 30, 2023","7,036.09","7,109.61","7,036.09","7,080.74","7,080.74","259,745,500"
"Nov 29, 2023","7,041.07","7,070.19","7,020.01","7,036.09","7,036.09","167,555,900"
"Nov 28, 2023","7,013.41","7,067.14","7,010.83","7,041.07","7,041.07","167,633,600"
"Nov 27, 2023","7,009.63","7,061.83","7,008.81","7,013.41","7,013.41","163,462,500"
"Nov 24, 2023","7,004.48","7,049.54","7,000.10","7,009.63","7,009.63","181,146,200"
"Nov 23, 2023","6,907.09","7,018.43","6,906.61","7,004.34","7,004.34","219,080,000"
"Nov 22, 2023","6,961.79","6,965.41","6,893.51","6,906.95","6,906.95","181,914,600"
"Nov 21, 2023","6,994.89","7,010.98","6,946.96","6,961.79","6,961.79","160,615,900"
"Nov 20, 2023","6,977.67","7,011.06","6,962.75","6,994.89","6,994.89","150,491,900"
"Nov 17, 2023","6,958.15","6,977.67","6,919.63","6,977.67","6,977.67","122,926,700"
"Nov 16, 2023","6,958.34","6,964.17","6,906.59","6,958.01","6,958.01","122,880,300"
"Nov 15, 2023","6,862.33","6,985.59","6,862.33","6,958.21","6,958.21","181,839,600"
"Nov 14, 2023","6,838.04","6,886.81","6,829.95","6,862.06","6,862.06","152,609,900"
"Nov 13, 2023","6,809.26","6,857.10","6,809.26","6,838.31","6,838.31","187,630,200"
"Nov 10, 2023","6,838.23","6,843.96","6,801.92","6,809.26","6,809.26","133,618,500"
"Nov 9, 2023","6,804.11","6,865.08","6,793.76","6,838.23","6,838.23","120,495,400"
"Nov 8, 2023","6,843.65","6,843.92","6,760.10","6,804.11","6,804.11","151,412,300"
"Nov 7, 2023","6,878.84","6,887.02","6,806.88","6,843.79","6,843.79","193,087,900"
"Nov 6, 2023","6,788.85","6,878.84","6,787.23","6,878.84","6,878.84","228,787,500"
"Nov 3, 2023","6,751.39","6,826.62","6,748.70","6,788.85","6,788.85","231,714,900"
"Nov 2, 2023","6,642.69","6,785.00","6,642.69","6,751.39","6,751.39","221,191,100"
"Nov 1, 2023","6,751.94","6,773.98","6,639.82","6,642.42","6,642.42","206,571,400"
"Oct 31, 2023","6,735.89","6,754.52","6,666.41","6,752.21","6,752.21","195,489,700"
"Oct 30, 2023","6,758.66","6,775.21","6,692.78","6,735.89","6,735.89","157,763,400"
"Oct 27, 2023","6,714.52","6,781.39","6,713.94","6,758.79","6,758.79","163,096,100"
"Oct 26, 2023","6,833.98","6,838.81","6,704.52","6,714.52","6,714.52","168,306,200"
"Oct 25, 2023","6,806.90","6,878.56","6,806.90","6,834.39","6,834.39","153,802,700"
"Oct 24, 2023","6,741.83","6,826.05","6,738.53","6,806.76","6,806.76","141,478,700"
"Oct 23, 2023","6,849.17","6,853.45","6,730.88","6,741.96","6,741.96","168,543,100"
"Oct 20, 2023","6,846.43","6,869.47","6,803.19","6,849.17","6,849.17","194,064,800"
"Oct 19, 2023","6,927.63","6,927.98","6,840.37","6,846.43","6,846.43","205,941,400"
"Oct 18, 2023","6,939.62","6,968.25","6,908.29","6,927.91","6,927.91","187,464,900"
"Oct 17, 2023","6,896.29","6,948.04","6,892.23","6,939.62","6,939.62","176,866,700"
"Oct 16, 2023","6,926.92","6,970.60","6,878.26","6,896.29","6,896.29","341,572,100"
"Oct 13, 2023","6,934.88","6,973.75","6,902.06","6,926.78","6,926.78","216,335,000"
"Oct 12, 2023","6,931.89","6,986.88","6,931.89","6,935.15","6,935.15","218,808,900"
"Oct 11, 2023","6,922.19","6,965.83","6,914.72","6,931.75","6,931.75","178,123,100"
"Oct 10, 2023","6,891.46","6,954.01","6,891.46","6,922.19","6,922.19","123,670,000"
"Oct 9, 2023","6,888.52","6,929.97","6,880.54","6,891.46","6,891.46","139,709,000"
"Oct 6, 2023","6,875.10","6,913.01","6,875.10","6,888.52","6,888.52","142,303,700"
"Oct 5, 2023","6,886.99","6,934.80","6,874.83","6,874.83","6,874.83","167,955,300"
"Oct 4, 2023","6,940.89","6,943.27","6,839.86","6,886.58","6,886.58","196,090,300"
"Oct 3, 2023","6,961.46","6,992.63","6,940.89","6,940.89","6,940.89","167,668,900"
"Oct 2, 2023","6,939.89","6,984.58","6,939.61","6,961.46","6,961.46","157,872,500"
"Sep 29, 2023","6,937.83","6,978.59","6,937.83","6,939.89","6,939.89","165,659,400"
"Sep 27, 2023","6,923.80","6,970.85","6,913.35","6,937.83","6,937.83","154,929,800"
"Sep 26, 2023","6,998.10","7,019.55","6,913.82","6,923.80","6,923.80","222,491,300"
"Sep 25, 2023","7,016.98","7,029.77","6,994.44","6,998.38","6,998.38","182,991,900"
"Sep 22, 2023","6,991.47","7,040.13","6,985.96","7,016.84","7,016.84","155,659,000"
"Sep 21, 2023","7,011.68","7,021.29","6,974.01","6,991.47","6,991.47","138,027,800"
"Sep 20, 2023","6,980.32","7,046.48","6,980.32","7,011.68","7,011.68","146,616,600"
"Sep 19, 2023","6,936.37","6,994.04","6,934.71","6,980.32","6,980.32","135,442,200"
"Sep 18, 2023","6,982.79","6,999.40","6,928.77","6,936.08","6,936.08","153,763,100"
"Sep 15, 2023","6,959.19","7,011.88","6,945.07","6,982.79","6,982.79","346,903,000"
"Sep 14, 2023","6,935.33","6,968.98","6,927.68","6,959.33","6,959.33","171,813,100"
"Sep 13, 2023","6,934.11","6,944.82","6,903.23","6,935.48","6,935.48","163,898,700"
"Sep 12, 2023","6,963.39","6,976.48","6,928.23","6,933.97","6,933.97","174,683,500"
"Sep 11, 2023","6,924.78","6,963.39","6,904.36","6,963.39","6,963.39","174,103,700"
"Sep 8, 2023","6,954.81","6,966.77","6,900.59","6,924.78","6,924.78","140,402,900"
"Sep 7, 2023","6,996.10","7,003.67","6,927.42","6,954.81","6,954.81","191,159,400"
"Sep 6, 2023","6,991.71","7,020.97","6,989.79","6,995.95","6,995.95","165,422,100"
"Sep 5, 2023","6,996.75","7,014.48","6,972.63","6,991.71","6,991.71","183,173,900"
"Sep 4, 2023","6,977.80","7,007.80","6,974.82","6,996.75","6,996.75","154,577,900"
"Sep 1, 2023","6,953.26","6,992.63","6,950.26","6,977.65","6,977.65","145,790,000"
"Aug 31, 2023","6,966.66","6,982.35","6,924.23","6,953.26","6,953.26","233,127,700"
"Aug 30, 2023","6,958.26","7,008.49","6,958.26","6,966.66","6,966.66","159,326,300"
"Aug 29, 2023","6,921.73","6,964.73","6,921.73","6,957.83","6,957.83","244,345,800"
